"Id","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath"
676,"None",0,"TA","TA","CBlock","TA","TA","No","ALQ",311,"Unf",0,544,855,"GasA","TA","Y","SBrkr",855,586,0,1441,0,0,2
677,"None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,1095,1095,"GasW","Fa","N","SBrkr",1095,679,0,1774,1,0,2
678,"None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",792,0,0,792,0,0,1
679,"Stone",464,"Gd","TA","PConc","Ex","TA","Mn","Unf",0,"Unf",0,2046,2046,"GasA","Ex","Y","SBrkr",2046,0,0,2046,0,0,2
680,"BrkFace",57,"TA","TA","CBlock","TA","TA","No","Rec",827,"Unf",0,161,988,"GasA","TA","Y","SBrkr",988,0,0,988,1,0,1
681,"None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",543,"BLQ",119,261,923,"GasA","TA","Y","SBrkr",923,0,0,923,0,0,2
682,"None",0,"TA","TA","BrkTil","TA","TA","No","Rec",182,"Unf",0,611,793,"GasA","Ex","Y","SBrkr",848,672,0,1520,0,0,1
683,"None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",1003,"Unf",0,288,1291,"GasA","Ex","Y","SBrkr",1291,0,0,1291,1,0,1
684,"Stone",215,"Gd","TA","PConc","Gd","TA","Av","GLQ",1059,"Unf",0,567,1626,"GasA","Ex","Y","SBrkr",1668,0,0,1668,1,0,2
685,"BrkFace",30,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1195,1195,"GasA","Gd","Y","SBrkr",1195,644,0,1839,0,0,2
686,"None",0,"Gd","TA","CBlock","Gd","TA","Mn","GLQ",828,"LwQ",182,180,1190,"GasA","Gd","Y","SBrkr",1190,900,0,2090,1,0,2
687,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,874,874,"GasA","Ex","Y","SBrkr",874,887,0,1761,0,0,3
688,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",239,"Unf",0,312,551,"GasA","Ex","Y","SBrkr",551,551,0,1102,0,0,2
689,"BrkFace",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",945,"Unf",0,474,1419,"GasA","Ex","Y","SBrkr",1419,0,0,1419,1,0,2
690,"Stone",256,"Gd","TA","PConc","Gd","TA","Av","ALQ",20,"Unf",0,1342,1362,"GasA","Ex","Y","SBrkr",1362,0,0,1362,0,0,2
691,"BrkFace",147,"Gd","TA","PConc","Gd","TA","Gd","GLQ",697,"Unf",0,151,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1
692,"BrkFace",1170,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1455,"Unf",0,989,2444,"GasA","Ex","Y","SBrkr",2444,1872,0,4316,0,1,3
693,"BrkFace",293,"Gd","TA","PConc","Gd","TA","Gd","GLQ",965,"Unf",0,245,1210,"GasA","Ex","Y","SBrkr",1238,1281,0,2519,1,0,2
694,"None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1073,1073,"GasA","Ex","Y","SBrkr",1073,0,0,1073,0,0,1
695,"None",0,"TA","Fa","BrkTil","TA","TA","No","Unf",0,"Unf",0,927,927,"GasA","TA","Y","SBrkr",1067,472,0,1539,0,0,1
696,"BrkFace",72,"TA","TA","CBlock","Gd","Gd","No","GLQ",980,"LwQ",40,92,1112,"GasA","Gd","Y","SBrkr",1137,0,0,1137,1,0,2
697,"None",0,"TA","TA","CBlock","TA","TA","No","LwQ",616,"Unf",0,0,616,"GasA","Gd","Y","SBrkr",616,0,0,616,0,0,1
698,"None",0,"TA","TA","PConc","Ex","Gd","Mn","LwQ",210,"ALQ",551,219,980,"GasA","Fa","Y","FuseA",1148,0,0,1148,0,1,1
699,"None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",553,"BLQ",117,224,894,"GasA","Ex","Y","SBrkr",894,0,0,894,1,0,1
700,"None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",16,"Unf",0,1375,1391,"GasA","Ex","Y","SBrkr",1391,0,0,1391,0,0,2
701,"BrkFace",630,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1274,"Unf",0,526,1800,"GasA","Ex","Y","SBrkr",1800,0,0,1800,1,0,2
702,"BrkFace",168,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1164,1164,"GasA","TA","Y","SBrkr",1164,0,0,1164,0,0,1
703,"BrkFace",466,"Ex","TA","PConc","Ex","Gd","No","Unf",0,"Unf",0,1234,1234,"GasA","Ex","Y","SBrkr",1264,1312,0,2576,0,0,2
704,"None",0,"TA","Gd","BrkTil","Gd","TA","No","Unf",0,"Unf",0,360,360,"GasA","Gd","Y","SBrkr",1032,780,0,1812,0,0,2
705,"BrkFace",109,"Gd","TA","PConc","Gd","TA","Av","GLQ",712,"Unf",0,761,1473,"GasA","Ex","Y","SBrkr",1484,0,0,1484,1,0,2
706,"None",0,"Fa","Fa","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Fa","N","SBrkr",372,720,0,1092,0,0,2
707,"Stone",351,"TA","TA","CBlock","Gd","TA","Gd","GLQ",1219,"Unf",0,424,1643,"GasA","TA","Y","SBrkr",1824,0,0,1824,1,0,2
708,"BrkFace",176,"Gd","TA","PConc","Gd","TA","No","GLQ",863,"Unf",0,461,1324,"GasA","Ex","Y","SBrkr",1324,0,0,1324,1,0,2
709,"None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2
710,"BrkCmn",41,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,876,876,"GasA","TA","Y","SBrkr",904,0,0,904,0,0,1
711,"None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,270,270,"GasA","Gd","Y","SBrkr",729,0,0,729,0,0,1
712,"None",0,"TA","TA","Stone","TA","TA","Mn","Unf",0,"Unf",0,859,859,"GasA","Gd","Y","SBrkr",859,319,0,1178,0,0,1
713,"None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",767,"Unf",0,461,1228,"GasA","Gd","Y","SBrkr",1228,0,0,1228,1,0,2
714,"BrkFace",160,"TA","TA","CBlock","TA","TA","Av","ALQ",789,"Unf",0,171,960,"GasW","TA","N","SBrkr",960,0,0,960,1,0,1
715,"BrkFace",289,"Gd","TA","CBlock","TA","TA","No","GLQ",533,"Unf",0,192,725,"GasA","Ex","Y","SBrkr",725,754,0,1479,0,0,2
716,"BrkFace",174,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1064,1064,"GasA","TA","Y","SBrkr",1350,0,0,1350,0,0,2
717,"None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,718,718,"GasA","Ex","Y","SBrkr",1576,978,0,2554,0,0,1
718,"None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",1084,"Unf",0,92,1176,"GasA","Gd","Y","SBrkr",1178,0,0,1178,0,1,1
719,"BrkFace",651,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1173,"Unf",0,138,1311,"GasA","Ex","Y","SBrkr",1325,1093,0,2418,1,0,2
720,"None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",523,"Unf",0,448,971,"GasA","TA","Y","SBrkr",971,0,0,971,0,0,1
721,"None",0,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1148,"Unf",0,594,1742,"GasA","TA","Y","SBrkr",1742,0,0,1742,1,0,2
722,"BrkFace",169,"Gd","TA","PConc","Gd","TA","Av","GLQ",662,"Unf",0,186,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1
723,"None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",191,"Unf",0,673,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1
724,"None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,941,941,"GasA","Ex","Y","SBrkr",997,473,0,1470,0,0,2
725,"Stone",340,"Ex","TA","PConc","Ex","TA","No","GLQ",1234,"Unf",0,464,1698,"GasA","Ex","Y","SBrkr",1698,0,0,1698,1,0,2
726,"None",0,"TA","TA","CBlock","TA","TA","No","ALQ",375,"BLQ",239,250,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1
727,"BrkFace",260,"Gd","Gd","CBlock","Gd","TA","No","GLQ",808,"Unf",0,72,880,"GasA","Ex","Y","SBrkr",1680,0,0,1680,1,0,2
728,"Stone",82,"Gd","TA","PConc","Gd","TA","Av","GLQ",724,"Unf",0,508,1232,"GasA","Ex","Y","SBrkr",1232,0,0,1232,1,0,2
729,"BrkFace",95,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1584,1584,"GasA","TA","Y","SBrkr",1776,0,0,1776,1,0,2
730,"None",0,"TA","TA","CBlock","TA","TA","No","BLQ",152,"Unf",0,628,780,"GasA","TA","Y","FuseA",848,0,360,1208,0,0,1
731,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1180,"Unf",0,415,1595,"GasA","Ex","Y","SBrkr",1616,0,0,1616,1,0,2
732,"BrkFace",442,"Gd","TA","PConc","Ex","TA","Av","GLQ",786,"Unf",0,82,868,"GasA","Ex","Y","SBrkr",1146,0,0,1146,1,0,2
733,"BrkFace",202,"Gd","TA","PConc","Gd","TA","Av","ALQ",252,"Unf",0,901,1153,"GasA","Ex","Y","SBrkr",1153,878,0,2031,0,0,2
734,"None",0,"TA","TA","CBlock","TA","TA","No","BLQ",594,"Unf",0,270,864,"GasA","Ex","Y","SBrkr",1144,0,0,1144,1,0,1
735,"None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,948,948,"GasA","TA","Y","SBrkr",948,0,0,948,0,0,1
736,"None",0,"TA","TA","BrkTil","Gd","TA","Mn","Rec",390,"Unf",0,490,880,"GasW","Fa","N","SBrkr",880,888,0,1768,0,0,1
737,"None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Gd","N","FuseF",1040,0,0,1040,0,0,2
738,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,893,893,"GasA","Ex","Y","SBrkr",901,900,0,1801,0,0,2
739,"None",0,"TA","TA","CBlock","Gd","Gd","Gd","GLQ",1200,"Unf",0,0,1200,"GasA","TA","Y","SBrkr",1200,0,0,1200,3,0,3
740,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,864,864,"GasA","Ex","Y","SBrkr",864,864,0,1728,0,0,2
741,"None",0,"TA","Gd","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,264,264,"GasA","Ex","Y","SBrkr",768,664,0,1432,0,0,2
742,"None",0,"TA","Gd","CBlock","TA","TA","Mn","GLQ",832,"Unf",0,80,912,"GasA","Gd","Y","SBrkr",912,0,0,912,1,1,1
743,"BrkFace",108,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1349,1349,"GasA","Ex","Y","SBrkr",1349,0,0,1349,0,0,2
744,"None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",444,"Unf",0,76,520,"GasA","Ex","Y","SBrkr",1464,0,0,1464,0,1,2
745,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",733,"Unf",0,604,1337,"GasA","Gd","Y","SBrkr",1337,0,0,1337,1,0,2
746,"BrkFace",289,"Ex","Gd","CBlock","TA","Gd","No","GLQ",575,"ALQ",80,487,1142,"GasA","Ex","Y","SBrkr",1175,1540,0,2715,0,1,3
747,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",300,"Unf",0,652,952,"GasA","Ex","Y","SBrkr",980,1276,0,2256,0,0,2
748,"None",0,"Gd","TA","Stone","TA","Fa","No","Unf",0,"Unf",0,1240,1240,"GasW","TA","N","SBrkr",1320,1320,0,2640,0,0,1
749,"BrkFace",338,"Gd","TA","PConc","Gd","TA","No","GLQ",919,"Unf",0,801,1720,"GasA","Ex","Y","SBrkr",1720,0,0,1720,1,0,2
750,"None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"Wall","TA","N","FuseF",1088,441,0,1529,0,0,2
751,"None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,576,576,"GasA","Gd","Y","SBrkr",792,348,0,1140,0,0,1
752,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,660,660,"GasA","Ex","Y","SBrkr",660,660,0,1320,0,0,2
753,"None",0,"TA","Gd","PConc","Gd","TA","Gd","GLQ",1200,"Unf",0,279,1479,"GasA","Ex","Y","SBrkr",1494,0,0,1494,1,0,2
754,"BrkFace",178,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1030,1030,"GasA","Gd","Y","SBrkr",1038,1060,0,2098,0,0,2
755,"None",0,"TA","TA","CBlock","TA","TA","No","GLQ",439,"LwQ",472,115,1026,"GasA","Gd","Y","SBrkr",1026,0,0,1026,1,0,1
756,"BrkFace",894,"TA","TA","PConc","Gd","TA","No","GLQ",381,"Unf",0,348,729,"GasA","Gd","Y","SBrkr",742,729,0,1471,0,0,2
757,"None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",20,"Unf",0,846,866,"GasA","Ex","Y","SBrkr",866,902,0,1768,0,0,2
758,"BrkCmn",328,"TA","TA","CBlock","TA","TA","Mn","Rec",438,"Unf",0,234,672,"GasA","TA","Y","SBrkr",672,714,0,1386,0,0,2
759,"BrkFace",360,"TA","TA","PConc","Gd","TA","No","ALQ",549,"Unf",0,195,744,"GasA","Gd","Y","SBrkr",757,744,0,1501,0,0,2
760,"BrkFace",513,"Gd","TA","PConc","Gd","TA","Av","LwQ",56,"ALQ",64,1198,1318,"GasA","Ex","Y","SBrkr",1328,1203,0,2531,0,0,2
761,"None",0,"TA","TA","CBlock","TA","TA","No","Rec",612,"Unf",0,252,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1
762,"None",0,"TA","TA","PConc","TA","TA","Mn","LwQ",405,"Unf",0,740,1145,"GasA","TA","Y","SBrkr",1301,0,0,1301,0,0,1
763,"None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",24,"Unf",0,732,756,"GasA","Ex","Y","SBrkr",764,783,0,1547,0,0,2
764,"BrkFace",673,"Gd","TA","PConc","Gd","TA","Mn","GLQ",1163,"Unf",0,89,1252,"GasA","Ex","Y","SBrkr",1268,1097,0,2365,1,0,2
765,"None",0,"Gd","Gd","PConc","Gd","Gd","Av","LwQ",437,"GLQ",1057,0,1494,"GasA","Ex","Y","SBrkr",1494,0,0,1494,1,0,1
766,"Stone",284,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1498,1498,"GasA","Ex","Y","SBrkr",1506,0,0,1506,0,0,2
767,"BrkFace",42,"TA","TA","CBlock","Gd","TA","No","GLQ",394,"Unf",0,586,980,"GasA","TA","Y","SBrkr",980,734,0,1714,0,0,2
768,"None",0,"TA","TA","CBlock","Gd","TA","Mn","ALQ",660,"Unf",0,323,983,"GasA","Ex","Y","SBrkr",983,767,0,1750,1,0,2
769,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1836,1860,"GasA","Ex","Y","SBrkr",1836,0,0,1836,0,0,2
770,"BrkFace",603,"Ex","TA","PConc","Gd","TA","Gd","ALQ",1416,"Unf",0,234,1650,"GasA","Ex","Y","SBrkr",1690,1589,0,3279,1,0,3
771,"None",0,"TA","TA","CBlock","Gd","TA","Av","GLQ",685,"Unf",0,173,858,"GasA","TA","Y","SBrkr",858,0,0,858,1,0,1
772,"None",0,"TA","TA","CBlock","Fa","Fa","No","LwQ",836,"Unf",0,0,836,"GasA","TA","Y","FuseF",1220,0,0,1220,0,0,1
773,"None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",422,"BLQ",127,480,1029,"GasA","TA","Y","SBrkr",1117,0,0,1117,1,0,1
774,"None",1,"TA","TA","CBlock","TA","TA","No","Rec",456,"Unf",0,456,912,"GasA","Ex","Y","FuseA",912,0,0,912,0,0,1
775,"BrkFace",375,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1935,1935,"GasA","Gd","Y","SBrkr",1973,0,0,1973,0,0,2
776,"BrkFace",320,"TA","TA","PConc","Ex","TA","No","GLQ",866,"Unf",0,338,1204,"GasA","Ex","Y","SBrkr",1204,0,0,1204,1,0,2
777,"BrkFace",240,"Gd","TA","PConc","Gd","TA","Av","GLQ",20,"Unf",0,1594,1614,"GasA","Ex","Y","SBrkr",1614,0,0,1614,0,0,2
778,"None",0,"TA","TA","CBlock","TA","TA","No","ALQ",762,"Unf",0,102,864,"GasA","TA","Y","SBrkr",894,0,0,894,1,0,1
779,"BrkFace",320,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",2020,0,0,2020,0,0,2
780,"BrkFace",90,"TA","TA","CBlock","Gd","TA","Gd","GLQ",975,"Unf",0,0,975,"GasA","TA","Y","SBrkr",1004,0,0,1004,1,0,1
781,"BrkFace",38,"TA","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1237,1237,"GasA","Gd","Y","SBrkr",1253,0,0,1253,0,0,2
782,"None",0,"Gd","Gd","PConc","Gd","TA","No","ALQ",387,"Unf",0,374,761,"GasA","Ex","Y","SBrkr",810,793,0,1603,0,0,2
783,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1413,1413,"GasA","Ex","Y","SBrkr",1430,0,0,1430,0,0,2
784,"BrkFace",104,"TA","Gd","PConc","Gd","TA","Av","GLQ",1097,"Unf",0,0,1097,"GasA","Ex","Y","SBrkr",1110,0,0,1110,1,0,1
785,"None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,742,742,"GasA","Ex","Y","SBrkr",742,742,0,1484,0,0,2
786,"None",0,"TA","TA","CBlock","TA","TA","No","Rec",251,"LwQ",630,491,1372,"GasA","TA","Y","SBrkr",1342,0,0,1342,0,0,2
787,"None",0,"TA","Gd","PConc","Fa","TA","No","LwQ",686,"Unf",0,0,686,"GasA","TA","Y","SBrkr",966,686,0,1652,1,0,2
788,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",656,"Unf",0,300,956,"GasA","Ex","Y","SBrkr",956,1128,0,2084,1,0,2
789,"None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,901,901,"GasA","Ex","Y","SBrkr",901,0,0,901,0,0,1
790,"BrkFace",157,"TA","TA","CBlock","TA","Fa","Gd","LwQ",568,"Unf",0,264,832,"GasA","Gd","Y","SBrkr",976,1111,0,2087,0,0,2
791,"BrkFace",11,"Gd","TA","PConc","Gd","TA","No","GLQ",16,"Unf",0,1129,1145,"GasA","Ex","Y","SBrkr",1145,0,0,1145,0,0,2
792,"None",0,"TA","TA","PConc","Gd","TA","Av","ALQ",539,"Unf",0,490,1029,"GasA","TA","Y","SBrkr",1062,0,0,1062,1,0,1
793,"None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",862,"Unf",0,255,1117,"GasA","Ex","Y","SBrkr",1127,886,0,2013,1,0,2
794,"Stone",140,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1496,1496,"GasA","Ex","Y","SBrkr",1496,0,0,1496,0,0,2
795,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,712,712,"GasA","Ex","Y","SBrkr",1086,809,0,1895,0,0,2
796,"BrkFace",130,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,650,650,"GasA","TA","Y","SBrkr",888,676,0,1564,0,0,2
797,"BrkFace",148,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,660,660,"GasA","Ex","Y","SBrkr",1285,0,0,1285,0,0,1
798,"None",0,"TA","TA","CBlock","TA","TA","No","BLQ",570,"Unf",0,203,773,"GasA","Gd","Y","SBrkr",773,0,0,773,0,0,1
799,"Stone",860,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1926,1926,"GasA","Ex","Y","SBrkr",1966,1174,0,3140,0,0,3
800,"BrkFace",252,"TA","TA","BrkTil","Gd","TA","No","ALQ",569,"Unf",0,162,731,"GasA","Ex","Y","SBrkr",981,787,0,1768,1,0,1
801,"None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",462,"Unf",0,154,616,"GasA","Gd","Y","SBrkr",616,1072,0,1688,1,0,2
802,"None",0,"TA","TA","CBlock","TA","TA","No","LwQ",197,"Unf",0,999,1196,"GasA","Ex","Y","FuseA",1196,0,0,1196,1,0,1
803,"None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",648,"Unf",0,80,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,1,0,2
804,"Stone",424,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1734,1734,"GasA","Ex","Y","SBrkr",1734,1088,0,2822,0,0,3
805,"None",0,"TA","TA","CBlock","TA","TA","No","LwQ",812,"Unf",0,124,936,"GasA","TA","Y","SBrkr",1128,0,0,1128,0,0,1
806,"Stone",256,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1417,1417,"GasA","Ex","Y","SBrkr",1428,0,0,1428,0,0,2
807,"None",0,"TA","TA","PConc","TA","TA","Av","ALQ",400,"Rec",480,100,980,"GasA","Gd","Y","SBrkr",980,0,0,980,0,0,2
808,"None",0,"TA","TA","CBlock","TA","TA","Gd","GLQ",1309,"Unf",0,15,1324,"GasA","Ex","Y","SBrkr",1072,504,0,1576,2,0,1
809,"BrkFace",1047,"TA","TA","CBlock","TA","TA","Av","ALQ",516,"BLQ",128,380,1024,"GasA","TA","Y","SBrkr",1086,0,0,1086,1,0,1
810,"None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,849,849,"GasA","TA","N","FuseA",1075,1063,0,2138,0,0,2
811,"BrkFace",99,"TA","TA","CBlock","TA","TA","No","ALQ",663,"LwQ",377,0,1040,"GasA","Fa","Y","SBrkr",1309,0,0,1309,1,0,1
812,"BrkFace",169,"Gd","TA","PConc","Gd","TA","Gd","GLQ",662,"Unf",0,186,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1
813,"None",0,"Fa","TA","CBlock","TA","TA","Av","Unf",0,"Unf",0,540,540,"GasA","TA","N","FuseA",1044,0,0,1044,0,0,1
814,"BrkFace",243,"TA","TA","CBlock","TA","TA","No","Rec",608,"Unf",0,834,1442,"GasA","Gd","Y","SBrkr",1442,0,0,1442,0,0,1
815,"None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,686,686,"GasW","Gd","Y","SBrkr",686,564,0,1250,0,1,1
816,"BrkFace",442,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1649,1649,"GasA","Ex","Y","SBrkr",1661,0,0,1661,0,0,2
817,"None",0,"TA","TA","CBlock","TA","TA","No","BLQ",486,"Unf",0,522,1008,"GasA","Gd","Y","SBrkr",1008,0,0,1008,0,0,1
818,"BrkFace",148,"Gd","TA","PConc","Gd","TA","No","GLQ",1218,"Unf",0,350,1568,"GasA","Ex","Y","SBrkr",1689,0,0,1689,1,0,2
819,"BrkFace",80,"TA","TA","CBlock","TA","TA","Av","GLQ",504,"Unf",0,506,1010,"GasA","Gd","Y","SBrkr",1052,0,0,1052,1,0,1
820,"Stone",128,"Gd","TA","PConc","Gd","TA","Mn","GLQ",733,"Unf",0,625,1358,"GasA","Ex","Y","SBrkr",1358,0,0,1358,1,0,2
821,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,798,798,"GasA","Ex","Y","SBrkr",798,842,0,1640,0,0,2
822,"None",0,"Fa","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,936,936,"GasA","TA","N","SBrkr",936,0,0,936,0,0,1
823,"None",0,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,886,0,1733,0,0,2
824,"None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,778,778,"GasA","TA","Y","SBrkr",944,545,0,1489,0,0,2
825,"None",0,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1489,1489,"GasA","Ex","Y","SBrkr",1489,0,0,1489,0,0,2
826,"BrkFace",816,"Ex","TA","PConc","Ex","TA","Av","GLQ",1636,"Unf",0,442,2078,"GasA","Ex","Y","SBrkr",2084,0,0,2084,1,0,2
827,"None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",784,"Unf",0,0,784,"GasA","Gd","Y","SBrkr",784,0,0,784,1,0,1
828,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",20,"Unf",0,1434,1454,"GasA","Ex","Y","SBrkr",1434,0,0,1434,0,0,2
829,"None",0,"TA","TA","PConc","TA","Gd","Gd","LwQ",249,"ALQ",764,0,1013,"GasA","TA","Y","SBrkr",1160,966,0,2126,0,1,2
830,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA","Ex","Y","SBrkr",520,623,80,1223,0,0,2
831,"BrkFace",387,"TA","TA","CBlock","TA","TA","No","Rec",1040,"Unf",0,352,1392,"GasA","TA","Y","FuseA",1392,0,0,1392,1,0,1
832,"None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA","Ex","Y","SBrkr",520,600,80,1200,0,0,2
833,"BrkFace",223,"Gd","TA","PConc","Gd","TA","No","GLQ",483,"Unf",0,458,941,"GasA","Ex","Y","SBrkr",941,888,0,1829,1,0,2
834,"BrkFace",180,"TA","TA","CBlock","TA","TA","No","Rec",196,"BLQ",345,975,1516,"GasA","TA","Y","SBrkr",1516,0,0,1516,0,0,1
835,"BrkFace",136,"TA","TA","CBlock","TA","TA","No","Rec",572,"Unf",0,572,1144,"GasA","Gd","Y","SBrkr",1144,0,0,1144,1,0,1
836,"None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",442,"Unf",0,625,1067,"GasA","TA","Y","SBrkr",1067,0,0,1067,0,0,2
837,"None",0,"TA","TA","BrkTil","TA","TA","No","Rec",338,"Unf",0,1221,1559,"GasA","Gd","Y","SBrkr",1559,0,0,1559,1,0,1
838,"BrkFace",158,"TA","TA","CBlock","TA","TA","No","BLQ",330,"Unf",0,153,483,"GasA","TA","Y","SBrkr",483,504,0,987,1,0,1
839,"None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1099,1099,"GasA","Ex","Y","SBrkr",1099,0,0,1099,0,0,1
840,"None",0,"TA","TA","CBlock","TA","TA","No","BLQ",352,"Unf",0,416,768,"GasA","Ex","Y","SBrkr",768,432,0,1200,0,0,1
841,"None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",156,"Unf",0,516,672,"GasA","TA","N","SBrkr",810,672,0,1482,0,0,2
842,"None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,650,650,"GasA","Gd","Y","SBrkr",958,581,0,1539,0,0,2
843,"BrkFace",183,"TA","TA","CBlock","TA","TA","Gd","Rec",312,"ALQ",539,276,1127,"GasA","TA","Y","SBrkr",1165,0,0,1165,1,0,1
844,"None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1800,1800,"GasA","Ex","N","SBrkr",1800,0,0,1800,0,0,2
